id;dateiname;datum;ort;text
article_166;https_de.wikinews.org_wiki_Gesundheitszustand_des_Papstes_verbessert_sich;03.02.2005;Vatikanstadt / Rom (Italien) ; Vorgestern abend kam der heilige Vater mit Atem- und Schluckbeschwerden ins Gemilli-Krankenhaus, inzwischen ist er wieder auf dem Wege der Besserung. Kardinal Sodano, der zweithöchste Repräsentant des Vatikans hofft, „er wird in ein paar Tagen gesund sein“. Zur Sicherheit bleibt das Oberhaupt der römisch-katholischen Kirche jedoch noch eine Woche lang im Krankenhaus. Besonders weil Papst Johannes Paul II, seit 1978 im Amt, seit Jahren an der Parkinson´schen Krankheit leidet, gab es große Sorge um das Kirchenoberhaupt. Ärzte nehmen auch an, dass die jahrelange Krankheit, und die gebeugte Haltung die der Papst dadurch eingenommen hat, Auslöser für die Atembeschwerden seien, da so die Lunge und das Zwerchfell ständig zusammengedrückt werden. Am 18. Mai wird Karol Woytila, wie er mit bürgerlichem Namen heißt, 85 Jahre alt.
article_167;https_de.wikinews.org_wiki_Ghana_fordert_Ma_C3_9Fnahmen_gegen_Wettbewerbsverzerrungen;10.10.2005;Accra (Ghana) ; Der westafrikanische Staat Ghana leidet zunehmend unter dem Preisverfall für Agrarprodukte. Die Regierung des Staates forderte daher von der internationalen Gemeinschaft Maßnahmen gegen die vorhandenen Wettbewerbsverzerrungen. Als ein geeignetes Instrument zur Durchführung eines fairen Welthandels sieht der Vizepräsident Ghanas, Aliu Mahama, die Einschaltung der Welthandelsorganisation WTO. Vergangenen Freitag fand in der Hauptstadt Ghanas, in Accra, ein Treffen des Ministerrates der Kakaoproduzierenden Länder (COPAL) statt. Mahama wies darauf hin, dass die Mitglieder der COPAL ihre Verhandlungsposition verbessern sollten. Dazu sei es notwendig, sich entsprechend auf den neuen Märkten in Ostasien und Osteuropa zu positionieren. Als Vorbild nannte Mahama das südostasische Land Malaysia. Dort würden aufgrund intensiver Forschung die Früchte der Ölpalme vollständig genutzt. Er zog damit Parallelen zur Kakaopflanze. Laut Mahama könne der Kakao nicht nur zum Trinken oder zur Schokoladenherstellung verwandt werden, vielmehr müssten auch die Möglichkeiten zur Herstellung von Seife, Medizin, Dünger und vielen anderen Dingen genutzt werden. Die Herstellung dieser Produkte aus natürlichen Grundstoffen hätte gesundheitliche Vorteile gegenüber künstlichen Lebensmitteln. Besonders der Preisverfall für Kakao macht Ghana schwer zu schaffen, da er das wichtigste Exportprodukt des Landes darstellt. Daneben trifft dies auch für Holz und Mineralien zu. Die Wirtschaftsvereinigung COPAL, gegründet im Jahr 1962, besteht aus den Ländern Brasilien, Dominikanischen Republik, Elfenbeinküste, Gabun, Ghana, Malaysia, Nigeria, Sao Tomé & Principe sowie Togo. Die Gemeinschaft dieser Länder produziert rund 75 Prozent der Kakaoernte weltweit.
article_168;https_de.wikinews.org_wiki_Gillette-_C3_9Cbernahme_von_EU-Kommission_genehmigt;16.07.2005;Brüssel (Belgien) / Boston / Cincinnati (Vereinigte Staaten) ; Die EU-Kommission hat die Übernahme des US-Konzerns Gillette (Boston) durch Procter & Gamble (P&G ) mit Sitz in Ohio genehmigt. Nachdem die Führung von P&G bereits Anfang des Jahres eine 57 Milliarden Dollar schwere Übernahme angekündigt hatte, bekräftigten zu Beginn der Woche die Aktionäre beider Großkonzerne diese Pläne. Nun gab auch die Europäische Union ihre Zustimmung. Der Umsatz des fusionierten Unternehmens soll dann nach Schätzungen zirka 60 Milliarden Dollar betragen. Die Aktienkurse von P&G fielen an der New Yorker Börse daraufhin um 0,2 Prozent auf 54,63 US-Dollar, Gillette behauptete 52,66 Dollar.
article_169;https_de.wikinews.org_wiki_Goethe-Universit_C3_A4t_beugt_sich_dem_Druck_von_Links;28.10.2017;Frankfurt am Main (Deutschland) ;" Am Donnertagabend, sollte Rainer Wendt, Bundesvorsitzender der Deutsche Polizeigewerkschaft (DPolG), an der J. W. Goethe-Universität in Frankfurt am Main zum Thema ""Polizeialltag in der Einwanderungsgesellschaft"" sprechen. Es sollte der Auftakt zu einer prominent besetzten Vortragsreihe werden, zu dem die Ethnologin und Islamexpertin Susanne Schröter ihn eingeladen hatte. Aus Angst vor linken Protesten sagte Schröter diesen Vortrag nun kurzfristig ab. Mitarbeiter des von Schröter geleiteten Forschungszentrums betonten, die Ausladung habe keinen politischen Hintergrund. Gestern berichtete die Frankfurter Rundschau indes von einem von 60 Mitarbeitern der Universität und anderer Institutionen unterschriebenen Protestbrief. Darin wurde Schröter aufgefordert, dem Vorsitzenden der Polizeigewerkschaft keine Bühne an auf dem Frankfurter Campus zu geben. Diesem werfen sie vor, offensiv für eine rassistische Polizeipraxis einzutreten und gezielt Ressentiments gegen Menschen mit Migrationshintergrund zu schüren. Durch Medienauftritte habe er rassistische Denkstrukturen gefördert und stehe fernab eines aufgeklärten Diskurses. Ein Mitarbeiter des Forschungszentrums Globaler Islam bestätigte den Eingang des offenen Briefes am Montag. Noch am Abend sagte ein Mitarbeiter des Forschungszentrums Wendt per Email aus Sicherheitsgründen ab. Begründet wurde der Schritt damit, dass linksalternative Gruppierungen mobil gemacht hätten, vor welcherlei Bedrängnissen man bisher verschont geblieben sei. Den Medien gegenüber wurde die Existenz dieser Email bestritten. Die Absage gegenüber Wendt sei Folge einer inhaltlichen Neuausrichtung der gesamten Vortragsreihe, für die man sich in der vergangenen Woche entschieden hätte. Wendt wird womöglich dennoch in Frankfurt vortragen können. In der oben genannten Absagemail sei eine Konferenz außerhalb des Universitätsgeländes angekündigt. Das Präsidium der J. W. Goethe-Universität nimmt zum gesamten Vorgang keine Stellung. Die Vorbereitung von Vortragsreihen liege allein im Ermessen der jeweiligen Professoren.  Kommentar abgeben "
article_170;https_de.wikinews.org_wiki_Gouverneur_von_Bagdad_get_C3_B6tet;04.01.2005;Bagdad (Irak) ; Der  Gouverneur von Bagdad, Ali al-Haidari, wurde heute erschossen. Attentäter hätten am Morgen das Feuer auf das Auto al-Haidri im Westen Bagdads eröffnet, hieß in Polizeikreisen. Weitere zehn Menschen starben bei dem Anschlag. al-Haidari, der auch Bürgermeister der irakischen Hauptstadt war, war der ranghöchste irakische Beamte. Bereits im September 2004 war al-Haidri einem Anschlag auf eine US-Patrouille, bei dem zwei Menschen getötet wurden, unverletzt entkommen. Er wollte bei der Wahl Ende Januar 2005 auf der Liste des Staatspräsidenten Ghazi al-Yawar kandidieren. Zu dem Attentat hat sich die Gruppe Abu Mussab-al-Sarkaui, Verbündete von Al-Kaida, bekannt. Der Irakische Staatspräsident stellte wegen der Eskalation der Gewalt in den letzten Tagen den Termin der Wahl Ende Januar in Frage.
article_171;https_de.wikinews.org_wiki_Gr_C3_B6nland_hat_die_gr_C3_B6_C3_9Ften_Kommunen;09.01.2018;Aasiaat / Ilulissat (Grönland) ; In Grönland sind am Neujahrstag die beiden Großkommunen Avannaata Kommunia und Kommune Qeqertalik gegründet worden. Die erste gehört mit einer Fläche von 522.700 Quadratkilometern zu den größten Gemeinden der Welt und liegt im nordwestlichen Grönland nördlich des 69. Breitengrades. Die Bevölkerung zählt etwa 10.600 Einwohner. Nur neun Jahre nach der Zusammenlegung von 18 Kommunen zu vier Großkommunen wurde die Qaasuitsup Kommunia in die beiden Kommunen aufgeteilt. Qaasuitsup hatte eine Fläche von 660.000 km² und war damit größer als die Ukraine und weit größer als Frankreich. Avannaata ist nur etwa 5 Prozent kleiner als das europäische Frankreich. Die Kommune Qeqertalik schließt sich südlich an: Sie hat etwa 6.500 Einwohner und ist mit einer Fläche von 62.400 km² elf Prozent kleiner als das größte Bundesland Bayern. Sitz der Kommunalverwaltungen sind Ilulissat für Avannaata und Aasiaat für Qeqertalik. Bürgermeister der Kommunen sind Palle Jerimiassen und die ehemalige Parlamentsabgeordnete Ane Hansen. Beide Städte liegen an der Diskobucht.  Innerhalb der Kommune Avannaata befindet sich das gemeindefreie Gebiet Pituffik, besser bekannt als amerikanische Thule Air Base. Am 21. Januar 1968 ging hier beim Absturz eines strategischen Bombers B-52 eine Wasserstoffbombe im Eismeer verloren, die aber bis 1979 geborgen sein soll.  Kommentar abgeben 
article_172;https_de.wikinews.org_wiki_Gro_C3_9Fbritannien__C3_BCbernimmt_EU-Vorsitz;01.07.2005;London (Vereinigtes Königreich) / Brüssel (Belgien) ; Der britische Premierminister Tony Blair tritt heute die sechsmonatige Periode der EU-Ratspräsidentschaft an. Nach einem Treffen mit EU-Kommissionspräsident José Manuel Barroso in London kündigte Blair einen Krisen-Gipfel im Herbst an, auf dem er sich um eine Einigung über die EU-Finanzierung 2007 bis 2013 bemühen wolle. Barroso kündigte für den Sondergipfel Vorschläge der Kommission für ein europäisches Sozialmodell an. Der Vorgänger Großbritanniens in der EU-Ratspräsidentschaft war der luxemburgische Premier Minister Jean-Claude Juncker. Aufgabe des Vorsitzes ist es, die Tagungen des EU-Rates zu organisieren, zu leiten und darüber hinaus bei Problemen in Abstimmung mit den Teilnehmerstaaten Kompromissvorschläge auszuarbeiten. Wegen des Konfliktes zwischen Frankreich und Großbritannien über die Wege aus der EU-Finanzkrise auf dem letzten Gipfeltreffen gilt eine Einigung als unwahrscheinlich. Der Außenminister Großbritanniens, Jack Straw, bekräftigte gegenüber dem Radiosender BBC die Bereitschaft seines Landes, über den Beitragsrabatt sprechen zu wollen, wenn es zu Kürzungen im Agrarhaushalt komme. Am Streit zwischen Frankreich und Großbritannien über die Finanzplanung der EU war bereits der letzte Gipfel unter luxemburgischer Präsidentschaft gescheitert. Allgemein vertreten Beobachter die Ansicht, dass die Situation im europäischen Einigungsprozess schwieriger geworden sei, seit die Achse Frankreich-Deutschland nach dem gescheiterten EU-Verfassungsreferendum in Frankreich und der politischen und wirtschaftlichen Krise in Deutschland geschwächt sei. Wegen der gescheiterten Verfassungsreferenden in Frankreich und den Niederlanden hatte sich die EU darauf geeinigt, den Abstimmungsprozess über die EU-Verfassung ein Jahr ruhen zu lassen um in dieser Denkpause zentrale Fragen der Europäischen Union zu erörtern.
article_173;https_de.wikinews.org_wiki_Gro_C3_9Fdemonstration_in_Br_C3_BCssel_gegen_EU-Dienstleistungsrichtlinie;19.03.2005;Brüssel (Belgien) ; Etwa 60.000 Menschen haben heute in Brüssel auf einer zentralen Demonstration gegen die geplante EU-Dienstleistungsrichtlinie protestiert. Zum „Europaweiten Aktionstag gegen Sozialabbau“ hatten der Europäische Gewerkschaftsbund (EGB), der Dachverband vieler europäischer Gewerkschaften sowie soziale Bewegungen aufgerufen. Der Entwurf zur Dienstleistungsrichtlinie, der vom früheren EU-Binnenmarktkommissar Frits Bolkestein initiiert wurde, sieht eine Liberalisierung des Marktes von Dienstleistungen innerhalb der Europäischen Union vor. Auf Kritik stößt dabei, dass Dienstleister ihre Angebote in anderen EU-Staaten nach den Prinzipien ihres Herkunftslandes anbieten dürfen. Zum Beispiel würden die Angestellten entsprechend dem Lohnniveau ihres Heimatlandes bezahlt. Auch in den Bereichen Arbeitsschutz und Recht gelten die Vorschriften des Heimatlandes. Befürworter der Richtlinie erhoffen sich mehr Wettbewerb und die Schaffung von Arbeitplätzen im Dienstleistungssektor, Kritiker befürchten Sozialdumping und den Abbau sozialer Standards innerhalb der EU. Am kommenden Dienstag findet in der belgischen Hauptstadt das Treffen der EU-Staats- und Regierungschefs statt.
article_174;https_de.wikinews.org_wiki_Gro_C3_9Fe_Koalition_in_Berlin__Verteilung_der_Ressorts_noch_unklar;23.02.2018;Berlin (Deutschland) ; Nach dem Verzicht von Martin Schulz auf das von ihm angestrebte Amt als Außenminister geht es in Berlin um die Vergabe der Ministerposten in der künftigen Bundesregierung. Fraglich ist dabei, ob Barbara Hendricks (SPD) das bisher von ihr geleitete Ministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit unverändert behält oder Teile ihrer Zuständigkeiten abgibt. Auch Horst Seehofer, gegenwärtig noch Ministerpräsident von Bayern, erhebt Anspruch auf ein Ressort mit großem politischen Einfluss und wird in der Presse bereits als „Superminister“ bezeichnet. Eine Zusammenführung von Bau- und Verkehrsministerium - also ein traditioneller Ressortzuschnitt - ist dabei eine mögliche Variante. Wahrscheinlich wird die endgültige Besetzung der Ministerposten erst im März verkündet. Die Illustrierte STERN schreibt in ihrer Ausgabe vom 15. Februar: „Am Ende ging es Union und SPD nur um Posten und Machterhalt.“  Kommentar abgeben  Portal:Deutschland
article_175;https_de.wikinews.org_wiki_H_C3_B6chstens_ein_Prozent_deutscher_Kommunen_plant_f_C3_BCr_katastrophal;05.11.2017;Mainz (Deutschland) ;" Wie der Südwestdeutsche Rundfunk und der Deutsche Wetterdienst mitteilten, warnt das Bundesamt für Bevölkerungsschutz und Katastrophenhilfe (BBK), die wenigsten Gemeinden in Deutschland seien auf ""Sturzfluten"" vorbereitet. Diese könnten überall in Deutschland auftreten und seien nicht an Flüsse und Bäche gebunden. Problematisch sei, dass Kommunen meist erst dann aktiv würden, wenn sie von einem katastrophalen Ereignis getroffen wurden, deshalb hätten sich die meisten der rund 11.000 deutschen Gemeinden mit dieser unterschätzten Thematik noch gar nicht beschäftigt. Hintergrund sei, dass jede Gemeinde über ihre Notfallvorsorge selbst entscheiden kann. Weil Starkregenereignisse in den letzten Jahren vermehrt auftraten, empfiehlt das BBK den Einsatz von Starkregenrisikokarten. Mit diesen lassen sich Katastrophen simulieren, die überhaupt erst eine vernünftige Gefahrenplanung ermöglichten. Von dieser Möglichkeit habe Schätzungen zufolge aber höchstens jede hundertste Gemeinde tatsächlich Gebrauch gemacht. Dabei rechnen Meteorologen mit einer weiteren Zunahme von Sturzfluten und Starkregenereignissen, deren Schadenssummen sich in den letzten drei Jahrzehnten bereits verdreifacht haben.  Kommentar abgeben / Kommentare ansehen "
article_176;https_de.wikinews.org_wiki_H_C3_B6chstes_Gericht_Frankreichs_untersagt_die_Ausstrahlung_des_Hisbolla;13.12.2004;Paris (Frankreich) ; Der französische Staatsrat, das höchste Gericht Frankreichs, hat am Montag entschieden, dass der von der libanesischen Schiitenmiliz Hissbollah betriebene Fersehsender Al Manar (der Leuchtturm) innerhalb von 48 Stunden die Ausstrahlung seines Programms in Frankreich stoppen muss. Der Sender wurde vom französischen Sattelitenbetreiber Eutelsat ausgestrahlt, und war in ganz Europa zu empfangen. Gründe für das Verbot des inzwischen fünftgrößten arabischsprachigen Fernsehsenders sind die Verbreitung antisemitischer Propaganda, sowie Aufrufe zu Hass und Gewalt.Um das Verbot des Senders hatte die Medienaufsichtsbehörde CSA gebeten. Frankreichs Premierminister Jean-Pierre Raffarin machte sich ebenfalls für den Entzug der Sendelizenz von Al Manar stark. Al Manar hatte im November 2004 eine, für ein Jahr befristete, Sendelizenz erhalten.
article_177;https_de.wikinews.org_wiki_Ha_C3_9Floch__B_C3_BCrger_gehen_gegen_Unterbringung_Sexualstraft_C3_A4ter;23.02.2018;Haßloch (Deutschland) ; Ungewohnte Aufregung im beschaulichen Haßloch: Gleich zwei Demonstrationen fanden am Samstagmorgen, dem 03.02.2018, dort statt. Die AfD Rheinland-Pfalz hatte eine Demonstration mit 200 Teilnehmern organisiert. Anlass war die Unterbringung eines Asylbewerbers aus Somalia, der als Sexualstraftäter vorbestraft ist. Die Kommune war mit einer Klage gegen die Unterbringung zunächst vor Gericht gescheitert. Eine Abschiebung konnte nicht erfolgen, weil der Somalier gegen die Ablehnung seines Asylantrags eine Klage eingereicht hat. Den Demonstranten stellte sich eine Gegendemonstration mit 100 Teilnehmern entgegen. 
article_178;https_de.wikinews.org_wiki_Haider_wurde_zum_neuen_BZ_C3_96-Chef_gew_C3_A4hlt;17.04.2005;Salzburg / Wien (Österreich) ; Der Rechtspopulist Jörg Haider hat zwei Wochen nach der Spaltung der FPÖ die neue Partei Bündnis für die Zukunft Österreichs gegründet. Auf dem Gründungskonvent in Salzburg nahmen 564 Delegierte teil. Dabei wurde der Kärntner Landeshauptmann Haider ohne Gegenstimme zum Vorsitzenden der neuen Partei gewählt, ein Delegierter enthielt sich der Stimme. Das BZÖ gehört als Koalitionspartner der konservativen Volkspartei der österreichischen Regierung an. Bundeskanzler Wolfgang Schüssel ist Mitglied der Volkspartei. An der Neugründung der BZÖ nahmen neun der zuvor 18 freiheitlichen Abgeordneten teil. Der österreichische Vizekanzler Hubert Gorbach wurde zum Geschäftsführenden Obmann des BZÖ gewählt. Das Amt der stellvertretenden Parteichefinnen haben künftig die derzeitige Justizministerin Karin Miklautsch und die Wiener Landtagsabgeordnete Heike Trammer inne. Zum Abschluss des Gründungskonvents wurde das erste Parteiprogramm des BZÖ beschlossen.
article_179;https_de.wikinews.org_wiki_Hamburger_Luftreinhaltung__Kritik_an_den_Messungen;01.06.2018;Hamburg (Deutschland) ;"
Gestern haben in Hamburg in Kraft getretenen Fahrverbote in zwei Straßen der Innenstadt für bundesweite Aufmerksamkeit gesorgt. Betroffen sind einerseits Diesel-LKW bis Euro Norm V, die die Stresemannstraße befahren wollen. Dazu sind auf der Max-Brauer-Allee auf einer Teilstrecke von 580m Fahrer Diesel-LKW bis Euro Norm V und Diesel-PKW bis Euro-Norm 5 gesperrt. Begründet wird das Fahrverbot durch die Hamburger Umweltbehörde mit Luftreinhaltungsmaßnahmen, um die europaweit vorgeschriebenen Grenzwerte insbesondere von Stickstoffoxiden einzuhalten. Die maximal zulässige NO2-Konzentration liegt bei 40 µg/m3 im Jahresdurchschnitt. In Hamburg wurde dieser Wert in den vergangenen Jahren regelmäßig überschritten an den Messstationen Stresemannstraße und Max-Brauer-Allee, aber auch an den Stationen Kieler Straße und Habichtstraße. Die von der Umweltbehörde getroffenen Maßnahmen werden vielfach kritisiert: „reine Symbolpolitik“, „blinder Aktionismus“, „nicht weit genug gehend“, „unausgegoren“: Es ginge dem Hamburger Senat bestenfalls um die Einhaltung der Messwerte an den Messstationen, aber nicht um eine ernsthafte Reduzierung der Schadstoffe. Das Verkehrsverlagerung in die Nebenstraßen nicht zu einer erhöhten Schadstoffbelastung in diesen Straßen führt, ließe sich leicht überprüfen: Die Hamburger Umweltbehörde müsste zusätzliche Messstationen in diesen Straßen aufstellen. Allerdings ist jetzt schon auffällig, dass es in ganz Hamburg auf einer Fläche von 755 km² überhaupt nur 14 Stationen gibt. Nur wenige dieser Stationen liegen an erwartbar kritischen Punkten. Die vier Stationen, die die Messwerte in 2017 überschritten haben und in 2018 weiter regelmäßig überschreiten, liegen im Innenstadtbereich an Hauptverkehrsstraßen. Aber warum gibt es keine Messstationen in der Nähe des Hauptbahnhofs, in der Spaldingstraße, am Berliner Tor, in der Sievekingsallee, in Winterhude oder Wandsbek, die alle hohe Verkehrszahlen aufweisen? Für ganze Stadtviertel, insbesondere die bei der typischen Westwindlage voraussichtlich besonders betroffenen Quartiere östlich der Alster, liegen schlicht keine Messwerte vor. Dafür wurden Messstationen an Naturschutzgebieten (Station Neugraben: Naturschutzgebiet Moorgürtel), in perfekter Westwindlage an der Elbe (Stationen Veddel, Billbrook) oder am wenig beflogenen Flughafen von Airbus (zwei Stationen), der auch an der Elbe liegt, aufgestellt. Einige  Innenstadtstationen wurden in Parks, in Grünanlagen oder an Grünstreifen aufgestellt (Stationen Sternschanze, Karlshöhe, Wilhelmsburg). Die Grenzwerte an diesen Stationen wurden in den letzten Jahren eingehalten. Warum kurzfristig keine neuen Stationen direkt am Straßenrand in vermutlich kritischen Lagen aufgestellt werden, um die Vorwürfe zu entkräften, sollte der in der Verantwortung stehende Hamburger Umweltsenator beantworten.  Kommentar abgeben  Durchfahrtsverbot von Dieselfahrzeugen auf zwei Hamburger Straßen ab 31. Mai 2018 (24.05.2018)"
article_180;https_de.wikinews.org_wiki_Hamsa_bin_Laden_soll_tot_sein;16.09.2019;Washington D.C. (Vereinigte Staaten) ; Nach Angaben des Weißen Hauses wurde Hamsa bin Laden, der Sohn des al-Quaida-Gründers Osama bin Laden, bei einem Antiterroreinsatz „in der Region Afghanistan/Pakistan“ getötet. Nähere Angaben zum Zeitpunkt und Ort der Aktion machte das Weiße Haus nicht. Amerikanische Medien hatten Anfang August  berichtet, dass Hamsa bin Laden innerhalb der vergangenen 24 Monate getötet worden sein soll. Nach Ansicht des Weißen Hauses ist der Tod Hamsa bin Ladens nicht nur aus symbolischen Gründen ein Rückschlag für al-Qaida, sondern er „unterminiert auch wichtige Aktivitäten der Gruppe“. Er galt als möglicher Nachfolger für Aiman al-Sawahiri, den derzeitigen Anführer von al-Qaida. In einer Audiobotschaft hatte Hamsa bin Laden 2015 zu Anschlägen auf die Hauptstädte westlicher Staaten und ihrer Verbündeten aufgerufen. 2016 hatte er in einem Video mit Anschlägen auf amerikanische Staatsbürger im In- und Ausland gedroht. Hamsa bin Laden stand seit Anfang 2017 auf der US-Terrorliste. Im Februar 2019 hatte die amerikanische Regierung eine Million Dollar als Belohnung für Hinweise auf den Aufenthaltsort bin Ladens ausgelobt. Hamsa bin Laden wurde 1989 oder 1991 als 15. von etwa 20 Kindern Osama bin Ladens geboren. Seine Mutter ist die dritte Frau Osama bin Ladens. Diesen hatten die amerikanischen Geheimdienste 2011 in Abbottabad in Pakistan aufgespürt, wo ein Spezialkommando den 54-Jährigen liquidierte.  Kommentar abgeben 
article_181;https_de.wikinews.org_wiki_Heikle_Situation_vor_der_Vertrauensfrage_des_Kanzlers;30.06.2005;Berlin (Deutschland) ; Einen Tag vor der Abstimmung über die Vertrauensfrage des Bundeskanzlers Gerhard Schröder (SPD) im Deutschen Bundestag mehren sich die Stimmen, die verfassungsrechtliche Bedenken gegen das geplante Verfahren anmelden. Gleichzeitig zeigen sich die Führungen von SPD und Grünen entschlossen, die Abstimmung im Sinne einer Ablehnung der Vertrauensfrage zu entscheiden, um den Weg für Neuwahlen freizumachen. Es wird mit hoher Wahrscheinlichkeit eine klare Mehrheit für eine Ablehnung der Vertrauensfrage im Bundestag geben, nehmen Beobachter allgemein an. Die Opposition (CDU/CSU und FDP) werde geschlossen mit Nein stimmen. Der größte Teil der SPD-Fraktion wird sich wahrscheinlich enthalten ebenso wie ein geschätztes Drittel (Bütikofer) der Grünen. Ein Teil der Grünen-Fraktion wird dem Kanzler das Vertrauen aussprechen wie auch eine Minderheit der SPD-Fraktion. Die Koalition verfügt im Parlament über 304 Stimmen, die so genannte Kanzlermehrheit beträgt 301 Stimmen, so dass nur einige Enthaltungen aus den Reihen der Regierungskoalition genügen, um die Vertrauensfrage scheitern zu lassen (was ja beabsichtigt ist). Der Bundeskanzler hat angekündigt, im Falle des (geplanten) Scheiterns der Vertrauensfrage den Bundespräsidenten noch am selben Tag aufzusuchen um ihm die Auflösung des Bundestages und die Vorbereitung von Neuwahlen vorzuschlagen. Danach hat der Bundespräsident (Horst Köhler) für die Prüfung des Antrages und seine Entscheidung darüber drei Wochen Zeit. Am frühen Nachmittag kamen heute Spitzenvertreter der Regierungskoalition aus SPD und Grünen zusammen. Konkrete Hinweise über die genaue Begründung der Vertrauensfrage am Freitag im Parlament wurden auch nach diesem Treffen nicht bekannt, nachdem gestern schon eine Ministerrunde im Kanzleramt stattgefunden hatte. Der Regierungssprecher Béla Anda hatte am Mittwoch erklärt, für den Kanzler sei entscheidend, „ob er für seine Politik vom stetigen Vertrauen der Mehrheit des Parlaments ausgehen kann“. Schröder werde erst unmittelbar vor der Plenarsitzung des Bundestages über Einzelheiten Aufschluss geben. Am Morgen hatte die Koalition im Bundestag noch eine Reihe von Gesetzesvorlagen eingebracht und mit ihrer Mehrheit durchs Parlament gebracht. Unterdessen haben einige Abgeordnete aus der Koalition angekündigt, sie würden aufgrund erheblicher verfassungsrechtlicher Bedenken im Zusammenhang mit dem Vorgehen bei der Vertrauensfrage in Erwägung ziehen, vor dem Bundesverfassungsgericht Klage einzureichen. Dies äußerten der grüne Abgeordnete Werner Schulz sowie die sozialdemokratische Abgeordnete Jelena Hoffmann. Bei einem Erfolg einer solchen Klage müsste die Regierung noch ein weiteres Jahr im Amt bleiben. Die Zustimmung des Bundespräsidenten gilt bei Beobachtern auch nicht als gesichert. Der Artikel 68 GG behandelt das Thema Vertrauensfrage, gibt allerdings wenig Anhaltspunkte für die juristische Bewertung des genauen Verfahrens. Bereits 1982 hatte der damalige Bundeskanzler Kohl auf dem Weg über die Vertrauensfrage Neuwahlen herbeigeführt. Damals hatte das Bundesverfassungsgericht eine deutliche Mahnung an die Politik ausgesprochen, dieses Instrument nicht zu missbrauchen. Beobachter halten es jedoch für unwahrscheinlich, dass das Bundesverfassungsgericht eine Entscheidung des Bundespräsidenten kassiert. Der damalige Bundespräsident Carstens hatte für diesen Fall seinen Rücktritt erwogen. Einen „Plan B“ - für den Fall, dass entweder der Bundespräsident oder das Bundesverfassungsgericht das Verfahren für grundgesetzwidrig erklären sollten, gäbe es nicht, sagte der SPD-Vorsitzende Franz Müntefering nach dem Koalitionstreffen in Berlin. 
article_182;https_de.wikinews.org_wiki_Hilfe_f_C3_BCr_die_Pal_C3_A4stinenser;10.05.2006;New York (Vereinigte Staaten) ;" Aufgrund der Notlage in den Palästinensergebieten haben die Vereinigten Staaten, Russland, die Europäische Union und die Vereinten Nationen am Dienstag entschieden, die finanzielle Hilfe für die Bevölkerung wiederaufzunehmen. Die Hilfsgelder waren nach der Machtübernahme der Hamas eingestellt worden. Während die Entscheidung von israelischer Seite begrüßt wurde, waren von palästinensischer Seite unterschiedliche Meinungen zu hören. Der Entschluss wurde im Hinblick auf die dramatische Zustände in den palästinensischen Gebieten getroffen. So würde laut einer Prognose der Weltbank vom März der Anteil der Menschen, die in Armut leben, auf 67 Prozent steigen, falls sich an der finanziellen Situation nichts ändere. Gleichzeitig spricht die Weltgesundheitsorganisation von einem nahenden Zusammenbruch des Gesundheitssystems, und die Autonomie-Behörde kann die Gehälter ihrer Mitarbeiter schon seit zwei Monaten nicht mehr bezahlen.
Vom so genannten Nahost-Quartett wurde außerdem beschlossen, dass die Hamasregierung bei diesen Hilfen umgangen werden soll, was Forderungen der israelischen Regierung entspricht. In einer gemeinsamen Erklärung sagte das Quartett, dass diese Hilfe vorerst auf drei Monate begrenzt sein werde. Wie groß der Umfang der finanziellen Hilfe sein wird und wie sie zur Bevölkerung kommen soll, ist noch unklar. Die US-amerikanische Außenministerin Condoleezza Rice ließ verlauten, dass die Planung in den Händen der Europäischen Union liege."
article_183;https_de.wikinews.org_wiki_Hillary_Clinton_bildet_Wahlkomitee;23.01.2007;New York (Vereinigte Staaten) ; In einem Video auf ihrer Internetseite kündigt Hillary Clinton die Bildung eines Wahlkomitees an. Damit bestätigt die demokratische Senatorin die Gerüchte, dass sie bei der Präsidentschaftswahl der Vereinigten Staaten im Jahre 2008 als Kandidatin für die Demokraten ins Rennen gehen will. Das „Exploratory Committee“ prüft, ob ein Kandidat für den Wahlkampf geeignet ist, indem es etwa die Chancen auf einen Sieg durch Wählerumfragen sondiert oder vorbereitende Reisen organisiert. Mit diesem Komitee reagiert die Gattin von Ex-Präsident Bill Clinton auf die Formierung eines Wahlkomitees durch Senator Barack Obama, der ebenfalls für die demokratische Partei antreten möchte. Dieser Artikel ist  in weiten Teilen  eine Übersetzung eines fremdsprachigen Artikels vom 20.01.2007
